Designator,Mid X,Mid Y,Rotation,Layer
C1,16.477903,-0.783864,225.0,top
C2,17.239903,-1.545864,225.0,top
C4,19.017903,-1.524,270.0,top
C5,15.461903,-2.561864,45.0,top
J1,70.866,0.0,0.0,top
R1,17.018,1.524,180.0,top
R2,18.034,0.508,180.0,top
R3,16.002,2.54,180.0,top
U1,12.7,0.0,45.0,top
